timestamp_us,raw_reading
489031029,194431
489041210,187830
489051390,185796
489061571,197997
489071751,179453
489081932,192023
489090416,184724
489100596,187509
489110776,197676
489120957,179427
489131137,194325
489141318,188684
489151498,185676
489161678,198069
489171859,179679
489182039,192040
489190523,185313
489200704,187674
489210884,197557
489221065,179281
489231245,194230
489241426,188010
489251606,185081
489261786,197926
489271967,179876
489280451,195123
489290631,183976
489300812,187838
489310992,198009
489321172,179523
489331353,194192
489341533,188787
489351714,185667
489361894,198368
489372075,180075
489380558,195718
489390739,185674
489400919,186450
489411100,197606
489421280,179355
489431461,193920
489441641,189417
489451822,185446
489462002,197098
489470486,180781
489480666,195025
489490847,185331
489501027,186845
489511208,197502
489521388,179418
489531569,194011
489541749,188829
489551929,185529
489562110,197223
489570594,180725
489580774,195579
489590954,185555
489601135,186906
489611315,198171
489621496,179451
489631676,193626
489641857,189414
489652037,184971
489660521,196427
489670701,180277
489680881,195272
489691062,185878
489701242,186593
489711423,198497
489721603,179900
489731784,193481
489741964,189474
489750448,188615
489760628,196458
489770809,180721
489780989,194721
489791169,186450
489801350,186634
489811530,197717
489821711,179174
489831891,193258
489842072,189544
489850555,188959
489860736,196543
489870916,179721
489881097,194297
489891277,186326
489901458,186838
489911638,198254
489921819,179225
489931999,193466
489940483,183519
489950663,188347
489960844,196729
489971024,180466
489981204,194580
489991385,186078
490001565,186741
490011746,197757
490021926,179435
490032106,192198
490040590,183535
490050771,187978
490060951,196861
490071132,180373
490081312,194672
490091492,186591
490101673,186350
490111853,198358
490122033,179559
490130517,195717
490140698,183700
490150883,188388
490161071,197891
490171258,180725
490181446,194484
490191633,187105
490201780,186931
490211961,197833
490222141,179707
490230625,195223
490240805,184275
490250986,188285
490261166,197113
490271347,179556
490281527,194684
490291707,187640
490301888,186499
490312068,198404
490320552,182331
490330733,195796
490340913,184937
490351094,187635
490361274,196769
490371455,180074
490381635,193853
490391816,187461
490401996,186104
490412177,198056
490420660,181627
490430841,195622
490441021,184811
490451202,187511
490461382,197659
490471563,179333
490481743,194128
490491924,188089
490502104,185866
490510588,195376
490520768,181543
490530948,195006
490541129,185038
490551309,187178
490561490,197636
490571670,179612
490581851,193829
490592031,188153
490602212,186487
490610695,196289
490620876,181769
490631056,195277
490641237,184884
490651417,187559
490661598,197551
490671778,179655
490681958,193665
490692139,188344
490700623,189296
490710803,195975
490720983,180961
490731164,195146
490741344,185410
490751525,187351
490761705,197658
490771885,179512
490782066,194217
490792246,189201
490800730,189501
490810910,196314
490821091,181149
490831271,195725
490841452,185294
490851632,187535
490861813,197785
490871993,179589
490882174,194183
490890658,183285
490900838,189019
490911019,195907
490921199,180938
490931380,194822
490941560,186022
490951741,186741
490961921,198020
490972101,179927
490982282,193727
490990766,182860
491000946,188846
491011126,196729
491021307,180294
491031487,194919
491041668,185896
491051848,186266
491062029,198330
491072209,179504
491080693,196538
491090873,183666
491101054,189235
491111234,196573
491121415,181326
491131595,195382
491141776,186039
491151956,186906
491162136,197891
491172317,179638
491180801,196918
491190981,183448
491201162,188964
491211342,196867
491221522,180941
491231703,195394
491241883,186350
491252064,186684
491262244,197727
491270728,183189
491280908,196631
491291089,183545
491301269,189519
491311450,197105
491321630,180742
491331811,194756
491341991,186768
491352172,187105
491360656,194345
491370836,182218
491381017,196359
491391197,183889
491401378,188350
491411558,197397
491421738,179955
491431919,195068
491442099,186683
491452280,186386
491460764,195167
491470944,182101
491481124,196949
491491305,184180
491501485,188060
491511666,197166
491521846,180021
491532026,194773
491542207,186710
491550690,190232
491560871,195046
491571051,182052
491581232,196267
491591412,184852
491601592,188261
491611773,197589
491621953,179594
491632134,194714
491642314,187178
491650798,189779
491660979,195720
491671159,182201
491681340,195608
491691520,184311
491701701,187716
491711881,197475
491722061,180444
491732242,195268
491740726,182120
491750906,190153
491761087,195317
491771267,182036
491781448,195336
491791628,184369
491801808,187914
491811989,197649
491822169,180564
491832350,193865
491840833,181772
491851014,189975
491861194,195954
491871375,181798
491881555,195876
491891736,184620
491901916,187657
491912097,197675
491922277,180340
491930761,196541
491940941,182807
491951122,190552
491961302,195465
491971482,181848
491981663,196064
491991843,184920
492002024,187474
492012204,197657
492022385,179960
492030868,196883
492041049,181448
492051229,189663
492061410,195684
492071590,181388
492081771,195968
492091951,184925
492102131,187313
492112312,197233
492120796,183885
492130976,197591
492141157,182761
492151337,189664
492161518,196210
492171698,181688
492181879,195830
492192059,185029
492202239,187197
492212420,197031
492220904,183954
492231084,197092
492241265,182619
492251445,189763
492261626,196310
492271806,180802
492281987,195353
492292167,185551
492302348,187213
492310831,194207
492321012,183323
492331192,196244
492341373,182986
492351553,189300
492361734,196276
492371914,181610
492382094,195304
492392275,185516
492402455,187168
492410939,194553
492421119,183563
492431300,196434
492441480,183402
492451661,189413
492461841,196328
492472022,181111
492482202,195358
492492383,185500
492500866,191397
492511047,194772
492521227,182987
492531408,197016
492541593,183779
492551781,189684
492561969,196555
492572156,181053
492582344,194803
492590794,181474
492600974,190852
492611155,194769
492621335,183096
492631516,196044
492641696,183392
492651877,188933
492662057,197174
492672238,181224
492682418,195825
492690902,181819
492701082,191323
492711263,194623
492721443,183043
492731624,196425
492741804,183991
492751984,188538
492762165,197193
492772345,180366
492780829,197281
492791010,181029
492801190,190554
492811370,195640
492821551,183186
492831731,196837
492841912,184438
492852092,189165
492862273,196746
492872453,180523
492880937,197925
492891117,180509
492901298,191042
492911479,195246
492921659,183142
492931840,195998
492942020,184259
492952201,188441
492962381,196872
492970865,183611
492981046,197432
492991226,181830
493001407,190253
493011587,195175
493021768,182928
493031948,196212
493042128,184520
493052309,187836
493062489,196737
493070973,184706
493081154,197020
493091334,181638
493101515,189916
493111695,195290
493121875,181975
493132056,195780
493142236,184606
493152417,188118
493160900,192680
493171081,184208
493181261,197046
493191442,181845
493201622,189789
493211803,195170
493221983,182116
493232164,195684
493242344,184547
493252525,188125
493261009,192550
493271189,184423
493281369,196908
493291550,182143
493301730,190331
493311911,195844
493322092,181950
493332272,195130
493342453,183997
493350936,192002
493361117,193096
493371297,183450
493381478,196828
493391658,182390
493401839,189939
493412019,195465
493422200,181244
493432380,195634
493440864,180574
493451045,191876
493461225,193623
493471405,184036
493481586,196453
493491766,182775
493501947,189028
493512127,195798
493522308,181504
493532488,195382
493540972,180557
493551153,191536
493561333,193846
493571514,183500
493581694,196602
493591875,182292
493602055,189381
493612236,195989
493622416,181501
493630900,197195
493641080,180680
493651261,192129
493661441,194158
493671622,183404
493681802,197191
493691983,183100
493702163,189274
493712344,195976
493722524,181014
493731008,197714
493741188,180694
493751369,191642
493761549,194559
493771729,182850
493781910,196442
493792090,182682
493802271,189678
493812451,196488
493820935,184462
493831115,197058
493841296,180316
493851476,191320
493861657,194129
493871837,183606
493882018,196652
493892198,183296
493902379,188724
493912559,196735
493921043,184466
493931223,197831
493941404,181399
493951584,190962
493961765,194276
493971945,183133
493982126,196120
493992306,183100
494002487,188539
494010970,190561
494021151,184704
494031331,197035
494041512,180294
494051692,191237
494061873,194862
494072053,182844
494082234,196268
494092414,183286
494102595,188589
494111079,191002
494121259,184870
494131440,197571
494141620,181739
494151801,191102
494161981,194560
494172162,182629
494182342,196256
494192523,183275
494201007,193254
494211187,191690
494221367,184217
494231548,197209
494241728,181618
494251909,191038
494262089,194766
494272270,182876
494282450,196448
494290934,180162
494301114,192508
494311295,192540
494321475,184622
494331656,197607
494341836,181275
494352016,190614
494362197,194673
494372377,183184
494382558,196056
494391041,180287
494401222,192144
494411402,192632
494421583,184387
494431763,196921
494441944,181973
494452124,190606
494462304,194739
494472485,182372
494480969,198358
494491149,180101
494501330,192481
494511510,192965
494521691,184313
494531871,196938
494542052,181572
494552232,190566
494562413,195197
494572593,182211
494581077,198153
494591257,180597
494601438,192976
494611618,192653
494621799,184501
494631979,197111
494642159,182423
494652340,190433
494662520,195496
494671004,186266
494681185,197856
494691365,180174
494701546,192729
494711726,192799
494721906,183987
494732087,196656
494742267,181627
494752448,190552
494762628,194942
494771112,185405
494781292,197140
494791473,180080
494801653,192018
494811834,192892
494822014,183849
494832195,196485
494842375,182518
494852556,189866
494861039,189930
494871220,185629
494881400,197382
494891581,180383
494901761,192299
494911941,193388
494922122,183994
494932302,196633
494942490,182049
494952677,189631
494961167,189577
494971355,185378
494981507,197896
494991688,180965
495001869,191636
495012049,193731
495022229,183555
495032410,196698
495042590,182460
495051074,193774
495061254,189654
495071435,185836
495081615,197680
495091796,180276
495101976,191503
495112157,193913
495122337,183641
495132518,196524
495142698,183274
495151182,193750
495161362,190265
495171543,184583
495181723,197358
495191904,181110
495202084,191911
495212265,194169
495222445,183436
495232626,196568
495241109,179735
495251290,193047
495261470,190123
495271651,184955
495281831,197351
495292011,181257
495302192,191665
495312372,193890
495322553,183075
495332733,195804
495341217,179790
495351398,193299
495361578,190164
495371758,184886
495381939,197040
495392120,181027
495402300,191700
495412480,194443
495422661,183215
495431145,197641
495441325,179708
495451505,192836
