time_us         delay   reading
80584870        120     23
80586048        117     23
80587225        122     23
80588403        120     22
80589580        119     22
80590758        117     24
80591935        116     23
80593112        121     24
80594290        117     23
80595467        119     23
80596644        117     22
80597822        117     22
80598999        116     21
80600176        119     23
80601354        117     23
80602531        118     23
80603708        118     22
80604886        119     25
80606063        117     24
80607241        121     20
80608418        118     24
80609595        118     23
80610774        119     22
80611950        119     23
80613128        118     25
80614305        119     22
80615483        121     23
80616660        119     23
80617837        117     23
80619014        119     23
80620192        117     23
80621369        120     23
80622546        120     22
80623724        119     22
80624901        118     24
80626079        117     21
80627256        116     22
80628434        120     24
80629611        117     22
80630789        119     23
80631966        118     20
80633144        119     21
80634321        118     22
80635499        116     23
80636675        116     24
80637853        118     21
80639031        116     23
80640208        118     23
80641386        117     24
80642563        117     23
80643740        115     23
80644918        116     24
80646095        120     23
80647272        119     24
80648450        119     22
80649627        121     22
80650804        118     24
80651982        118     23
80653159        118     23
80654337        118     22
80655514        116     23
80656692        118     23
80657869        121     23
80659047        120     23
80660224        117     23
80661401        117     24
80662579        120     23
80663756        121     23
80664934        119     23
80666111        121     23
80667289        117     23
80668466        117     24
80669644        118     23
80670821        119     23
80671999        122     23
80673176        118     22
80674354        118     22
80675531        116     24
80676708        121     24
80677887        118     23
80679063        117     21
80680241        118     25
80681418        118     23
80682596        121     24
80683773        120     22
80684950        123     23
80686128        119     24
80687305        117     25
80688483        118     22
80689660        116     23
80690837        119     23
80692015        119     23
80693192        119     22
80694370        117     22
80695547        118     22
80696724        119     23
80697902        120     23
80699078        119     22
80700256        116     23
80701434        118     21
80702611        122     24
80703788        121     21
80704966        120     26
80706143        119     21
80707321        120     21
80708498        116     23
80709675        117     24
80710853        118     21
80712030        120     24
80713207        117     21
80714385        118     22
80715563        119     22
80716740        116     24
80717918        117     23
80719095        120     22
80720272        118     23
80721450        119     21
80722628        119     22
80723805        119     24
80724982        117     22
80726160        119     23
80727337        119     23
80728515        120     22
80729692        118     23
80730870        117     24
80732047        120     23
80733225        121     25
80734402        115     24
80735580        118     23
80736757        118     23
80737934        118     24
80739112        116     23
80740289        118     23
80741467        121     22
80742644        120     22
80743821        118     22
80744999        119     21
80746176        117     24
80747354        118     23
80748531        118     23
80749709        120     23
80750886        120     25
80752064        124     23
80753241        118     24
80754418        120     23
80755596        119     22
80756773        118     24
80757950        116     23
80759127        120     21
80760305        118     22
80761482        118     23
80762660        121     24
80763837        119     22
80765014        119     22
80766191        118     22
80767369        118     23
80768546        117     23
80769724        118     24
80770901        120     23
80772078        119     23
80773255        118     22
80774433        117     22
80775610        123     22
80776787        115     23
80777965        118     22
80779142        118     22
80780320        119     23
80781497        118     24
80782674        120     23
80783851        120     23
80785029        120     24
80786207        119     22
80787384        120     24
80788561        118     23
80789739        118     23
80790917        121     25
80792094        118     24
80793271        119     22
80794448        119     22
80795626        119     22
80796803        119     23
80797980        115     24
80799157        118     23
80800335        117     23
80801512        120     23
80802689        117     24
80803867        120     22
80805045        117     24
80806222        120     23
80807400        122     24
80808577        120     22
80809754        119     23
80810931        118     25
80812109        118     25
80813286        120     21
80814463        117     23
80815642        117     23
80816818        117     23
80817996        118     24
80819173        118     23
80820351        117     25
80821528        117     24
80822705        119     21
80823883        117     23
80825060        120     23
80826238        118     21
80827415        120     22
80828592        121     24
80829769        117     24
80830947        119     23
80832124        118     24
80833302        118     22
80834479        119     22
80835657        118     23
80836834        118     22
80838012        119     22
80839189        119     21
80840366        118     21
80841543        117     21
80842721        118     24
80843898        122     22
80845077        116     24
80846253        119     24
80847431        121     23
80848608        122     23
80849786        120     23
80850963        119     23
80852141        118     23
80853319        117     22
80854496        118     23
80855674        117     24
80856851        117     21
80858027        120     22
80859205        118     22
80860382        117     23
80861559        119     23
80862737        117     23
80863914        119     23
80865091        119     21
80866270        119     23
80867446        118     25
80868623        117     22
80869800        118     23
80870978        119     24
80872155        123     23
80873333        119     23
80874510        119     24
80875688        121     23
80876866        117     23
80878043        120     24
80879221        120     23
80880398        117     21
80881575        118     23
80882752        116     22
80883930        117     22
80885107        117     24
80886285        118     23
80887461        116     23
80888639        118     24
80889817        117     23
80890994        118     23
80892171        120     22
80893348        120     23
80894526        117     23
80895703        117     23
80896880        117     23
80898057        118     22
80899236        118     23
80900412        116     23
80901590        118     23
80902767        117     21
80903945        118     24
80905122        117     22
80906300        118     23
80907477        117     21
80908655        121     22
80909832        121     23
80911010        117     23
80912187        118     23
80913364        121     21
80914542        118     23
80915719        121     21
80916897        119     23
80918074        116     22
80919251        119     21
80920429        119     23
80921607        121     25
80922784        122     22
80923961        117     23
80925138        119     23
80926316        118     22
80927493        117     23
80928671        118     23
80929848        120     23
80931026        120     24
80932203        117     22
80933381        117     24
80934558        116     23
80935736        118     23
80936913        116     24
80938091        119     21
80939268        119     23
80940445        117     22
80941623        120     21
80942800        119     23
80943977        117     24
80945155        119     23
80946332        124     22
80947510        118     23
80948687        119     24
80949865        118     22
80951042        122     23
80952219        121     23
80953398        120     22
80954574        121     23
80955752        119     23
80956929        118     24
80958106        119     22
80959284        119     23
80960461        119     23
80961638        119     21
80962817        119     22
80963994        118     24
80965171        120     25
80966348        117     23
80967526        120     23
80968703        120     21
80969881        120     22
80971057        114     24
80972235        115     22
80973412        117     20
80974589        117     23
80975767        118     24
80976945        117     24
80978122        117     24
80979300        118     22
80980477        117     21
80981655        117     22
80982832        118     23
80984009        117     24
80985187        120     23
80986364        120     24
80987542        117     22
80988719        117     22
80989897        119     21
80991074        117     23
80992251        118     22
80993429        120     23
80994606        119     23
80995783        120     22
80996961        117     22
80998138        118     23
80999316        123     22
81000493        118     22
81001671        118     22
81002848        119     22
81004025        119     22
81005203        118     24
81006380        120     24
81007558        119     24
81008735        119     22
81009912        117     23
81011090        121     24
81012268        118     23
81013445        117     22
81014622        118     21
81015800        117     23
81016977        121     22
81018155        120     23
81019331        117     23
81020509        119     24
81021687        120     23
81022864        122     23
81024041        119     22
81025218        120     21
81026396        117     23
81027574        117     22
81028751        117     24
81029928        122     23
81031106        118     23
81032283        118     22
81033461        117     22
81034638        117     24
81035816        116     21
81036993        119     22
81038171        117     24
81039349        118     23
81040526        116     22
81041704        117     22
81042881        119     22
81044058        116     22
81045236        118     19
81046413        118     23
81047591        117     23
81048768        118     23
81049945        115     23
81051123        118     23
81052300        120     23
81053478        118     22
81054655        118     23
81055832        120     24
81057010        118     23
81058187        117     24
81059364        116     23
81060542        120     23
81061719        119     24
81062897        119     26
81064074        117     22
81065251        117     23
81066429        120     23
81067606        119     22
81068784        117     22
81069961        120     23
81071138        117     23
81072316        118     23
81073493        117     23
81074670        121     24
81075848        121     22
81077025        118     23
81078202        117     21
81079380        119     21
81080557        117     23
81081735        120     22
81082912        119     24
81084090        117     23
81085267        121     23
81086444        118     21
81087622        121     23
81088799        117     22
81089977        115     23
81091154        121     22
81092331        119     21
81093509        116     21
81094686        116     23
81095863        119     24
81097041        116     23
81098218        119     23
81099396        120     23
81100574        120     22
81101751        118     23
81102929        117     23
81104107        118     24
81105284        116     23
81106462        117     22
81107638        117     24
81108816        118     23
81109993        118     23
81111171        118     23
81112348        120     22
81113525        118     23
81114703        117     22
81115880        119     23
81117058        121     24
81118235        116     23
81119412        118     23
81120590        118     21
81121767        118     23
81122945        120     22
81124122        118     23
81125299        117     23
81126477        118     22
81127654        118     22
81128831        116     24
81130009        121     23
81131186        117     21
81132363        119     24
81133541        117     23
81134718        117     23
81135896        119     22
81137073        118     23
81138250        120     24
81139428        120     24
81140606        116     23
81141783        117     24
81142960        116     23
81144138        116     21
81145315        120     23
81146493        117     23
81147669        114     23
81148847        118     23
81150024        116     24
81151202        118     21
81152379        116     25
81153556        118     24
81154733        120     24
81155911        119     22
81157089        120     23
81158265        116     23
81159443        117     21
81160620        117     24
81161798        120     24
81162975        120     23
81164152        117     22
81165329        118     24
81166507        120     23
81167685        118     23
81168862        117     22
81170039        116     21
81171216        119     22
81172394        119     22
81173571        119     22
81174749        118     22
81175927        116     24
81177104        119     23
81178281        116     22
81179458        117     23
81180635        118     21
81181813        121     23
81182991        122     23
81184169        118     24
81185346        119     23
81186523        118     21
81187701        118     22
81188878        118     22
81190055        117     22
81191233        119     24
81192411        116     23
81193588        118     23
81194765        120     23
81195942        119     21
81197120        118     21
81198297        120     24
81199474        120     23
81200652        123     23
81201829        118     22
81203006        119     23
81204184        121     21
81205361        118     23
81206539        116     24
81207716        117     22
81208894        116     23
81210071        119     23
81211248        118     22
81212426        118     23
81213603        118     24
81214781        119     23
81215958        120     22
81217135        117     22
81218313        118     22
81219490        119     22
81220667        118     23
81221844        117     23
81223022        120     22
81224199        117     23
81225377        116     22
81226554        118     23
81227733        118     23
81228909        120     23
81230087        122     23
81231264        120     23
81232441        119     21
81233619        121     21
81234797        117     23
81235973        119     22
81237151        117     23
81238329        117     23
81239506        120     24
81240684        116     22
81241861        117     23
81243038        118     23
81244216        119     22
81245393        115     23
81246570        117     23
81247748        119     22
81248925        117     23
81250103        121     22
81251280        118     22
81252458        116     23
81253636        118     23
81254812        117     23
81255990        119     23
81257167        118     21
81258344        118     22
81259522        120     23
81260699        116     22
81261877        121     23
81263054        116     24
81264231        119     21
81265409        116     23
81266586        122     22
81267763        118     22
81268941        119     23
81270118        119     22
81271296        118     22
81272474        118     22
81273651        119     23
81274828        117     22
81276006        118     22
81277183        116     22
81278361        118     23
81279539        117     23
81280716        118     21
81281893        118     21
81283071        119     24
81284248        120     23
81285426        116     24
81286604        122     22
81287781        115     23
81288958        118     23
81290136        120     23
81291313        118     24
81292491        117     24
81293668        119     22
81294846        118     24
81296023        120     23
81297200        119     22
81298377        117     25
81299555        119     25
81300732        115     22
81301910        120     22
81303088        120     23
81304265        118     22
81305443        117     23
81306620        115     23
81307798        119     24
81308975        116     23
81310152        119     22
81311330        117     23
81312507        117     23
81313685        118     23
81314862        117     23
81316039        117     23
81317216        118     24
81318395        119     23
81319571        119     23
81320749        118     23
81321927        119     22
81323104        116     22
81324281        118     22
81325459        121     22
81326637        120     22
81327814        118     24
81328992        121     21
81330170        123     22
81331347        118     23
81332524        121     23
81333701        120     23
81334879        118     22
81336057        117     23
81337234        118     25
81338411        117     22
81339589        121     24
81340766        118     24
81341943        118     23
81343120        119     24
81344298        118     23
81345475        122     25
81346652        115     22
81347830        118     20
81349007        118     23
81350185        120     23
81351363        117     23
81352540        121     23
81353717        119     22
81354895        117     24
81356072        117     21
81357250        115     23
81358427        118     23
81359605        115     24
81360782        120     22
81361959        119     21
81363137        119     24
81364314        117     23
81365492        122     21
81366670        118     23
81367847        121     23
81369023        115     23
81370201        119     23
81371379        116     24
81372556        117     22
81373733        117     21
81374910        116     24
81376088        119     22
81377264        122     23
81378442        119     21
81379619        118     23
81380796        119     24
81381973        120     24
81383151        117     23
81384328        118     24
81385505        118     23
81386683        121     23
81387860        119     23
81389038        120     22
81390215        117     23
81391392        119     23
81392569        119     23
81393747        120     23
81394924        119     22
81396102        117     24
81397280        119     24
81398457        117     23
81399635        121     23
81400812        117     23
81401990        118     21
81403167        118     22
81404345        118     22
81405522        122     23
81406700        118     21
81407877        117     23
81409055        118     23
81410232        120     22
81411410        119     23
81412587        118     24
81413765        120     22
81414942        117     22
81416119        119     22
81417297        119     22
81418474        118     22
81419651        120     22
81420829        122     22
81422006        119     22
81423183        119     23
81424361        120     24
81425539        116     22
81426717        118     23
81427894        120     23
81429071        120     22
81430249        120     23
81431427        117     23
81432604        118     23
81433781        122     24
81434959        118     23
81436137        120     23
81437314        116     22
81438491        117     22
81439669        122     23
81440846        118     23
81442023        118     24
81443200        118     23
81444378        118     22
81445555        119     20
81446733        117     22
81447910        117     23
81449087        119     22
81450265        121     24
81451442        118     23
81452619        117     23
81453797        121     23
81454974        120     22
81456152        121     23
81457329        117     24
81458507        120     22
81459684        120     23
81460862        120     23
81462039        122     23
81463216        117     21
81464394        121     23
81465571        117     24
81466748        118     22
81467926        118     23
81469104        119     24
81470282        118     23
81471459        117     25
81472636        119     22
81473813        119     23
81474990        117     22
81476167        119     23
81477345        122     24
81478522        117     21
81479699        116     22
81480876        117     22
81482054        118     21
81483231        117     24
81484408        118     23
81485586        118     22
81486763        117     22
81487941        119     21
81489118        118     23
81490296        119     23
81491473        117     23
81492651        119     24
81493828        118     22
81495005        120     23
81496183        121     21
81497360        122     23
81498538        120     24
81499715        118     23
81500892        119     24
81502070        118     22
81503247        118     23
81504425        118     23
81505602        120     22
81506779        118     26
81507957        119     23
81509134        117     23
81510312        118     22
81511489        118     23
81512667        121     22
81513844        119     23
81515022        117     23
81516199        119     24
81517376        117     22
81518555        117     21
81519732        121     21
81520909        118     22
81522087        116     23
81523264        120     22
81524442        121     21
81525620        119     23
81526796        116     25
81527974        118     23
81529151        119     24
81530328        119     23
81531505        117     21
81532683        118     22
81533860        118     22
81535038        118     21
81536214        121     21
81537392        121     22
81538569        117     23
81539747        118     23
81540924        117     23
81542101        118     21
81543279        122     23
81544456        118     23
81545634        117     22
81546811        118     23
81547988        116     22
81549166        118     23
81550344        118     23
81551521        120     23
81552698        117     22
81553875        118     23
81555052        120     23
81556230        119     23
81557407        117     23
81558584        119     23
81559761        120     23
81560938        119     21
81562115        117     21
81563293        119     23
81564470        120     22
81565648        120     23
81566826        116     23
81568002        121     24
81569180        119     24
81570357        117     23
81571535        118     22
81572712        118     23
81573889        118     22
81575067        119     24
81576244        118     24
81577422        116     23
81578598        119     23
81579776        120     22
81580954        119     23
81582131        119     22
81583309        120     21
81584486        118     23
81585664        120     24
81586842        119     24
81588019        118     24
81589196        120     24
81590373        120     23
81591551        120     23
81592728        116     23
81593906        116     24
81595083        120     23
81596260        121     22
81597438        120     22
81598616        118     21
81599792        122     23
81600970        116     25
81602147        117     23
81603324        119     24
81604502        119     23
81605679        120     24
81606856        120     24
81608035        119     23
81609211        118     22
81610389        117     22
81611566        115     22
81612744        120     23
81613922        121     22
81615098        117     22
81616276        119     24
81617454        120     22
81618631        120     21
81619808        118     22
81620985        120     22
81622162        118     23
81623340        117     22
81624517        117     23
81625694        119     24
81626872        119     22
81628049        120     23
81629226        120     24
81630404        118     23
81631582        117     23
81632759        121     23
81633937        117     24
81635114        119     24
81636291        119     24
81637469        122     24
81638646        120     23
81639823        116     22
81641001        118     23
81642178        121     23
81643356        118     23
81644533        117     22
81645710        118     22
81646888        121     21
81648065        118     22
81649242        118     22
81650420        118     24
81651597        121     23
81652775        120     22
81653952        119     23
81655129        119     23
81656307        119     24
81657484        123     22
81658662        120     22
81659839        118     24
81661017        118     22
81662194        119     23
81663371        121     22
81664549        119     23
81665726        120     24
81666903        122     24
81668081        118     23
81669258        120     24
81670436        118     23
81671613        120     22
81672791        120     24
81673968        121     22
81675145        117     24
81676323        118     23
81677500        117     23
81678677        117     22
81679855        117     21
81681032        119     23
81682210        120     23
81683387        118     23
81684564        117     21
81685742        118     22
81686920        118     21
81688097        117     23
81689274        123     23
81690452        118     23
81691629        115     24
81692807        115     23
81693984        119     22
81695162        120     23
81696339        116     23
81697516        120     21
81698693        117     24
81699871        119     24
81701049        119     22
81702226        117     23
81703403        116     23
81704580        121     23
81705758        117     22
81706936        122     21
81708113        116     24
81709290        117     22
81710468        120     23
81711645        121     22
81712823        117     22
81714000        119     22
81715177        116     23
81716355        117     22
81717532        119     22
81718709        117     22
81719887        116     21
81721065        120     20
81722242        122     24
81723419        117     23
81724597        118     23
81725774        120     20
81726952        119     22
81728129        117     24
81729306        116     23
81730483        122     22
81731661        119     22
81732838        115     22
81734015        120     25
81735192        116     22
81736369        119     23
81737546        119     21
81738724        118     22
81739901        116     23
81741078        118     22
81742256        118     21
81743433        119     23
81744611        117     23
81745788        118     23
81746966        118     24
81748143        115     23
81749321        117     25
81750497        117     23
81751675        119     23
81752853        119     21
81754030        118     22
81755207        116     21
81756385        120     25
81757562        119     22
81758740        116     23
81759917        117     24
81761095        117     23
81762272        120     22
81763450        119     22
81764628        117     24
81765805        120     22
81766981        117     21
81768159        119     24
81769336        117     23
81770513        117     23
81771691        120     23
81772868        118     22
81774046        119     23
81775223        117     23
81776401        118     23
81777578        117     24
81778756        118     21
81779933        117     25
81781111        118     25
81782288        117     22
81783465        120     19
81784643        120     22
81785820        121     22
81786998        117     23
81788175        118     22
81789352        117     21
81790530        119     23
81791707        119     23
81792885        116     21
81794062        117     23
81795239        119     24
81796417        120     24
81797594        116     21
81798771        116     22
81799949        125     22
81801126        120     23
81802304        119     21
81803481        116     21
81804658        116     24
81805836        119     22
81807013        119     24
81808191        121     22
81809368        121     21
81810547        118     23
81811724        119     20
81812901        117     23
81814078        120     24
81815255        119     23
81816432        120     24
81817611        119     24
81818787        117     21
81819965        117     23
81821142        118     24
81822319        119     22
81823498        117     22
81824675        119     23
81825852        117     22
81827029        117     23
81828207        116     21
81829384        116     23
81830562        119     25
81831739        116     22
81832916        118     21
81834094        117     21
81835271        117     23
81836448        117     22
81837626        121     22
81838803        118     22
81839980        120     23
81841158        121     23
81842335        118     22
81843512        116     23
81844690        120     21
81845868        120     24
81847045        121     24
81848223        118     22
81849400        123     24
81850578        116     22
81851755        115     22
81852933        122     23
81854110        119     23
81855287        117     22
81856464        120     23
81857642        119     22
81858820        119     24
81859997        118     23
81861174        117     22
81862351        119     22
81863529        117     24
81864706        120     23
81865884        116     24
81867062        119     23
81868239        118     22
81869416        119     23
81870593        118     22
81871770        118     23
81872948        120     22
81874125        119     24
81875302        119     21
81876480        118     22
81877657        119     24
81878834        118     23
81880012        119     21
81881189        118     22
81882366        118     22
81883544        117     24
81884721        117     22
81885898        124     22
81887076        117     24
81888253        115     24
81889430        117     22
81890608        118     23
81891785        117     26
81892962        117     23
81894140        119     22
81895317        118     24
81896495        119     23
81897672        118     21
81898849        120     22
81900027        120     23
81901204        120     21
81902381        115     24
81903559        116     23
81904736        118     24
81905914        116     23
81907091        120     22
81908268        116     23
81909446        118     24
81910623        119     22
81911801        119     24
81912978        116     23
81914155        118     22
81915332        118     22
81916510        119     24
81917687        120     22
81918864        119     23
81920041        118     22
81921219        120     23
81922396        116     23
81923573        118     23
81924750        118     24
81925928        118     21
81927106        117     21
81928283        118     23
81929461        120     24
81930638        121     25
81931816        119     23
81932994        118     23
81934171        120     23
81935349        119     22
81936526        119     26
81937703        122     23
81938880        118     23
81940058        118     23
81941235        119     23
81942412        121     24
81943590        116     22
81944768        119     21
81945945        121     23
81947123        118     24
81948300        119     23
81949478        116     22
81950655        118     22
81951832        117     23
81953010        117     23
81954187        118     23
81955365        118     23
81956542        116     22
81957719        117     22
81958897        117     21
81960075        121     22
81961252        116     22
81962429        118     23
81963606        117     21
81964784        118     23
81965961        119     22
81967138        118     23
81968316        119     23
81969493        120     25
81970671        119     23
81971848        117     24
81973025        118     20
81974202        117     23
81975380        118     20
81976557        117     22
81977735        117     23
81978912        116     22
81980089        118     22
81981267        119     23
81982444        118     24
81983622        114     23
81984799        118     22
81985977        115     24
81987155        119     21
81988332        118     23
81989509        117     23
81990687        122     22
81991864        121     23
81993041        117     21
81994218        120     23
81995396        118     23
81996573        117     22
81997750        117     23
81998928        119     23
82000105        119     24
82001283        119     23
82002460        119     22
82003638        119     23
82004815        117     24
82005992        115     23
82007170        117     22
82008348        118     22
82009525        118     24
82010702        119     21
82011880        120     23
82013057        116     23
82014234        120     23
82015411        119     21
82016589        120     23
82017766        119     22
82018944        118     23
82020121        116     24
82021299        118     23
82022476        122     20
82023653        116     22
82024831        117     21
82026008        119     21
82027186        119     22
82028363        116     24
82029541        118     21
82030718        119     23
82031896        121     23
82033073        117     22
82034251        118     20
82035428        119     23
82036605        118     22
82037782        118     23
82038959        122     24
82040137        119     24
82041315        118     24
82042492        118     22
82043670        118     23
82044848        117     22
82046025        117     21
82047202        117     21
82048379        117     22
82049557        116     21
82050734        119     24
82051911        117     22
82053089        116     24
82054266        116     24
82055444        120     23
82056621        117     22
82057799        119     22
82058976        115     23
82060154        120     23
82061331        120     23
82062508        119     23
82063685        122     23
82064863        119     22
82066040        118     23
82067217        119     23
82068395        119     22
82069572        120     23
82070750        118     23
82071927        117     20
82073104        118     25
82074282        118     23
82075459        118     26
82076637        117     24
82077815        118     23
82078992        117     22
82080170        117     25
82081347        117     23
82082524        120     22
82083701        122     23
82084878        118     21
82086056        118     24
82087233        118     22
82088410        120     23
82089588        117     24
82090765        118     21
82091942        117     22
82093120        121     23
82094297        117     23
82095474        118     23
82096652        115     25
82097829        117     21
82099006        119     23
82100184        118     24
82101361        118     25
82102539        119     21
82103716        115     22
82104894        118     21
82106071        117     23
82106195        119     23
82107249        114     23
82108427        115     24
82109603        118     23
82110780        119     24
82111958        117     22
82113135        118     22
82114312        116     22
82115490        116     23
82116667        120     24
82117844        118     22
82119022        117     22
82120199        119     21
82121377        121     23
82122554        122     22
82123731        118     22
82124909        115     22
82126086        119     22
82127263        118     22
82128442        117     21
82129619        117     23
82130796        119     22
82131973        115     22
82133151        118     24
82134328        117     23
82135505        117     23
82136682        117     22
82137860        121     23
82139038        117     23
82140215        117     21
82141393        117     25
82142569        117     25
82143747        116     23
82144924        116     21
82146102        120     23
82147279        121     22
82148457        122     24
82149634        118     23
82150812        118     23
82151989        117     24
82153166        115     22
82154343        123     22
82155521        119     23
82156699        119     22
82157876        117     21
82159053        120     22
82160231        118     22
82161408        118     23
82162585        118     24
82163763        118     22
82164941        118     23
82166118        119     23
82167296        118     23
82168473        121     21
82169651        121     23
82170828        117     23
82172005        119     22
82173183        117     21
82174360        119     23
82175537        117     23
82176715        117     22
82177892        117     23
82179070        118     24
82180248        118     24
82181424        118     25
82182602        118     22
82183780        118     23
82184957        122     23
82186135        119     22
82187312        119     21
82188489        120     23
82189667        117     23
82190844        117     23
82192022        121     22
82193199        119     23
82194376        119     23
82195554        119     22
82196732        119     22
82197909        118     23
82199086        117     24
82200263        120     22
82201440        120     23
82202618        117     24
82203795        117     22
82204973        118     24
82206150        118     23
82207327        117     22
82208505        119     23
82209682        117     24
82210859        119     23
82212037        118     22
82213214        119     23
82214391        121     24
82215568        122     24
82216745        119     25
82217923        119     23
82219100        118     24
82220277        121     22
82221454        118     23
82222632        118     23
82223809        116     22
82224986        118     22
82226163        116     23
82227341        118     21
82228518        120     22
82229695        119     24
82230873        120     23
82232050        120     23
82233228        121     22
82234405        118     23
82235583        115     22
82236760        120     23
82237937        118     25
82239115        120     23
82240292        118     21
82241470        118     22
82242647        116     25
82243825        116     23
82245001        118     23
82246179        116     24
82247356        117     23
82248533        118     22
82249711        117     22
82250888        117     23
82252065        121     23
82253242        121     22
82254419        117     21
82255597        117     24
82256774        117     26
82257950        119     25
82259128        119     23
82260305        118     24
82261483        119     22
82262660        118     23
82263838        117     23
82265015        116     23
82266192        118     23
82267370        117     24
82268547        119     23
82269725        121     24
82270902        119     23
82272079        118     22
82273257        120     23
82274434        116     23
82275611        119     21
82276788        119     22
82277966        122     23
82279143        119     24
82280320        116     24
82281498        119     22
82282675        117     22
82283852        119     23
82285030        118     22
82286207        120     23
82287385        116     23
82288561        117     22
82289739        120     23
82290916        117     23
82292094        117     22
82293271        118     24
82294449        119     23
82295626        117     23
82296803        121     23
82297980        118     22
82299157        120     23
82300335        118     23
82301512        118     23
82302690        118     21
82303867        118     24
82305045        117     21
82306222        116     23
82307400        115     22
82308576        117     20
82309754        122     23
82310931        119     23
82312109        117     24
82313286        117     22
82314463        120     23
82315641        119     23
82316818        120     23
82317996        121     22
82319173        120     23
82320350        115     21
82321528        118     24
82322705        117     22
82323883        119     22
82325061        118     22
82326238        118     23
82327415        117     21
82328593        122     24
82329770        121     23
82330947        118     25
82332125        116     23
82333302        121     23
82334480        118     22
82335657        122     24
82336834        116     25
82338012        120     23
82339189        117     23
82340367        117     22
82341544        118     21
82342721        121     22
82343898        117     23
82345076        118     23
82346253        117     22
82347431        119     22
82348607        117     23
82349785        119     25
82350962        119     24
82352140        119     22
82353317        117     24
82354494        117     21
82355672        118     22
82356849        119     23
82358027        119     22
82359205        119     23
82360382        117     23
82361559        118     22
82362737        119     24
82363914        116     23
82365092        119     23
82366269        118     21
82367446        118     22
82368624        118     23
82369801        118     23
82370979        118     20
82372157        117     22
82373335        119     24
82374511        118     23
82375689        116     21
82376866        118     24
82378044        119     22
82379221        119     21
82380398        118     22
82381576        118     25
82382753        117     24
82383930        120     24
82385107        119     22
82386285        117     22
82387462        119     23
82388639        120     21
82389817        118     22
82390994        118     25
82392171        121     23
82393349        117     23
82394526        117     23
82395704        118     21
82396881        119     22
82398059        121     22
82399236        121     23
82400415        119     24
82401592        117     21
82402769        119     24
82403946        118     23
82405124        120     24
82406302        117     23
82407479        118     22
82408655        120     21
82409833        118     23
82411010        116     22
82412188        121     24
82413365        116     23
82414543        119     22
82415720        119     24
82416897        122     22
82418075        120     22
82419253        121     23
82420430        116     23
82421608        119     21
82422786        119     23
82423963        117     24
82425141        116     20
82426318        118     22
82427495        116     23
82428672        118     22
82429850        118     21
82431027        118     22
82432205        119     22
82433383        118     22
82434560        117     24
82435737        118     22
82436915        121     22
82438092        117     24
82439270        120     22
82440447        119     22
82441624        119     23
82442802        118     23
82443979        118     22
82445157        117     24
82446334        117     24
82447512        121     20
82448689        119     23
82449866        116     23
82451043        117     23
82452221        118     25
82453398        123     23
82454576        123     22
82455753        115     23
82456931        120     21
82458109        119     21
82459285        118     24
82460463        119     22
82461640        117     21
82462817        120     25
82463996        121     25
82465172        118     22
82466350        119     23
82467527        120     23
82468705        120     22
82469882        119     23
82471060        118     23
82472238        117     21
82473415        118     23
82474592        123     23
82475770        120     23
82476947        121     22
82478125        117     24
82479302        119     20
82480480        118     23
82481656        119     22
82482833        119     23
82484012        118     22
82485189        117     22
82486366        117     20
82487543        120     25
82488721        119     22
82489898        117     21
82491075        118     22
82492253        119     22
82493430        116     22
82494607        115     23
82495784        120     21
82496962        118     23
82498139        119     23
82499317        119     22
82500494        120     23
82501672        118     24
82502849        117     24
82504026        120     22
82505204        124     23
82506381        120     23
82507559        121     22
